1773993602750,-0.1276,-0.171,0.817
1773993602800,-0.1426,-0.275,0.8146
1773993602850,-0.1304,-0.2786,0.8095
1773993602900,-0.085,-0.3404,0.961
1773993602950,-0.0199,-0.268,0.9033
1773993603000,-0.1049,-0.3355,0.8988
1773993603050,-0.0363,-0.2512,0.9481
1773993603100,0.0367,-0.2369,0.9444
1773993603150,-0.0382,-0.2347,1.0157
1773993603200,0.0665,-0.1733,1.0198
1773993603250,0.0088,-0.2796,1.0809
1773993603300,0.106,-0.2184,1.1143
1773993603350,0.1063,-0.2412,1.2337
1773993603400,0.0925,-0.2467,1.1912
1773993603450,0.0676,-0.2438,1.1969
1773993603500,0.0276,-0.2715,1.1898
1773993603550,0.0834,-0.1716,1.2469
1773993603600,0.1026,-0.2365,1.1842
1773993603650,0.0742,-0.2021,1.3418
1773993603700,0.2115,-0.1723,1.3804
1773993603750,0.1175,-0.0382,1.3511
1773993603800,0.2233,-0.1305,1.1922
1773993603850,0.0637,-0.0513,1.2545
1773993603900,0.2009,-0.1053,1.3961
1773993603950,0.1382,-0.1627,1.2914
1773993604000,0.0984,-0.1085,1.3707
1773993604050,0.1934,-0.1072,1.3305
1773993604100,0.095,-0.0548,1.3606
1773993604150,0.1072,-0.0855,1.303
1773993604200,0.1504,-0.0454,1.2685
1773993604250,0.0531,0.0433,1.2157
1773993604300,0.0575,0.0147,1.1744
1773993604350,0.1108,0.0277,1.1906
1773993604400,0.0625,0.0347,1.1436
1773993604450,0.1693,0.0878,1.1604
1773993604500,0.0129,0.2442,1.08
1773993604550,0.0385,0.147,1.0653
1773993604600,0.0362,0.101,1.1414
1773993604650,0.0744,0.1977,1.0216
1773993604700,0.0303,0.178,1.0143
1773993604750,-0.0547,0.1559,0.999
1773993604800,0.024,0.1917,0.9879
1773993604850,-0.0028,0.0647,0.9898
1773993604900,-0.0304,0.253,0.9101
1773993604950,0.0237,0.218,0.8907
1773993605000,-0.1496,0.1844,0.8912
1773993605050,-0.026,0.2781,0.7732
1773993605100,-0.1171,0.2701,0.7303
1773993605150,-0.1606,0.2492,0.7863
1773993605200,-0.1369,0.3147,0.7818
1773993605250,-0.0001,0.2106,0.6913
1773993605300,-0.2198,0.278,0.7446
1773993605350,-0.151,0.2352,0.7211
1773993605400,-0.1893,0.1991,0.6977
1773993605450,-0.0849,0.1753,0.6981
1773993605500,-0.1925,0.2588,0.7612
1773993605550,-0.104,0.1597,0.7688
1773993605600,-0.1287,0.2952,0.7599
1773993605650,-0.1092,0.2399,0.7507
1773993605700,-0.1901,0.2369,0.691
1773993605750,-0.0866,0.088,0.7359
1773993605800,-0.1181,0.1711,0.7793
1773993605850,-0.1793,0.1308,0.7262
1773993605900,-0.0937,0.1477,0.753
1773993605950,-0.0689,0.1101,0.8405
1773993606000,-0.0049,0.0851,0.773
1773993606050,-0.0431,0.1167,0.9305
1773993606100,-0.0044,0.0933,0.8651
1773993606150,0.0368,0.0264,0.907
1773993606200,-0.0059,-0.0891,1.0087
1773993606250,-0.0268,0.0767,1.0308
1773993606300,-0.0704,-0.0679,1.0196
1773993606350,0.0073,-0.0299,1.0281
1773993606400,0.0144,-0.0918,1.0364
1773993606450,0.0332,-0.1202,1.1525
1773993606500,0.0516,-0.0932,1.2248
1773993606550,0.0614,-0.1154,1.0917
1773993606600,0.0754,-0.1652,1.2788
1773993606650,0.1613,-0.1059,1.3118
1773993606700,0.1346,-0.1559,1.1865
1773993606750,0.0528,-0.1449,1.1949
1773993606800,0.1384,-0.2065,1.2338
1773993606850,0.0548,-0.1892,1.2444
1773993606900,0.1589,-0.1921,1.3439
1773993606950,0.1567,-0.2544,1.2399
1773993607000,0.2229,-0.2952,1.3051
1773993607050,0.1154,-0.1025,1.3156
1773993607100,0.1284,-0.2575,1.2805
1773993607150,0.1032,-0.2627,1.3182
1773993607200,0.1766,-0.2031,1.3421
1773993607250,0.2038,-0.3182,1.2681
1773993607300,0.1867,-0.3042,1.2829
1773993607350,0.129,-0.2637,1.224
1773993607400,0.0692,-0.291,1.2601
1773993607450,0.0707,-0.2304,1.266
1773993607500,0.1386,-0.2287,1.1846
1773993607550,0.0419,-0.251,1.2223
1773993607600,0.0745,-0.3087,1.1262
1773993607650,0.0465,-0.1186,1.1414
1773993607700,0.0886,-0.2103,1.1766
1773993607750,0.033,-0.1685,1.0241
1773993607800,0.0245,-0.2819,1.0737
1773993607850,0.0193,-0.1461,0.9792
1773993607900,-0.069,-0.2084,0.9385
1773993607950,0.0104,-0.1223,0.9418
1773993608000,-0.0827,-0.113,0.9182
1773993608050,-0.0294,-0.1582,0.8756
1773993608100,-0.0443,-0.1048,0.8508
1773993608150,-0.0254,-0.1266,0.7514
1773993608200,-0.0626,-0.0843,0.9512
1773993608250,-0.1867,0.0056,0.7529
1773993608300,-0.0987,0.0166,0.7582
1773993608350,-0.2086,0.005,0.7078
1773993608400,-0.0809,0.0108,0.7846
1773993608450,-0.1622,0.0638,0.7213
1773993608500,-0.2044,-0.0337,0.7236
1773993608550,-0.0839,0.0843,0.6523
1773993608600,-0.1963,-0.0203,0.75
1773993608650,-0.1686,0.0782,0.7365
1773993608700,-0.0769,0.1394,0.6592
1773993608750,-0.1414,0.0812,0.7401
1773993608800,-0.1544,0.0515,0.7667
1773993608850,-0.1508,0.1265,0.7014
1773993608900,-0.2524,0.1973,0.789
1773993608950,-0.2008,0.2137,0.7259
1773993609000,0.0181,0.1687,0.7651
1773993609050,-0.0587,0.2331,0.8135
1773993609100,-0.1049,0.227,0.7198
1773993609150,-0.1686,0.1915,0.8026
1773993609200,-0.0025,0.2497,0.8862
1773993609250,-0.0348,0.2875,0.9505
1773993609300,-0.0474,0.2031,1.0191
1773993609350,-0.0037,0.1477,0.9887
1773993609400,-0.0145,0.1565,1.011
1773993609450,-0.0513,0.204,0.9406
1773993609500,-0.0218,0.2295,1.029
1773993609550,-0.0077,0.3399,1.158
1773993609600,0.0085,0.2516,1.163
1773993609650,0.0605,0.2519,1.148
1773993609700,0.0616,0.1147,1.0765
1773993609750,0.15,0.2173,1.2327
1773993609800,0.1253,0.204,1.1964
1773993609850,0.1648,0.2357,1.1798
1773993609900,0.0805,0.177,1.255
1773993609950,0.1565,0.1901,1.2064
1773993610000,0.1761,0.1821,1.2304
1773993610050,0.1223,0.1545,1.2684
1773993610100,0.2102,0.17,1.224
1773993610150,0.2279,0.1499,1.304
1773993610200,0.1053,0.0845,1.3391
1773993610250,0.198,0.1063,1.2476
1773993610300,0.1293,0.0711,1.2611
1773993610350,0.2082,0.0123,1.3585
1773993610400,0.1607,0.0252,1.3056
1773993610450,0.118,0.0344,1.2819
1773993610500,0.0964,-0.048,1.2331
1773993610550,0.106,-0.0506,1.3176
1773993610600,0.0783,-0.0583,1.21
1773993610650,0.1463,-0.1412,1.2119
1773993610700,0.0221,-0.0329,1.1301
1773993610750,0.0709,-0.1843,1.1175
1773993610800,0.1499,-0.1806,1.0271
1773993610850,0.0808,-0.0974,1.0432
1773993610900,0.0478,-0.1123,1.0755
1773993610950,0.0328,-0.1813,0.9912
1773993611000,-0.0574,-0.3179,0.9249
1773993611050,-0.024,-0.1616,0.9059
1773993611100,-0.0289,-0.2202,0.9275
1773993611150,-0.0993,-0.2288,0.9681
1773993611200,-0.0222,-0.239,0.8993
1773993611250,-0.0074,-0.2297,0.8293
1773993611300,-0.0328,-0.2321,0.7882
1773993611350,-0.1485,-0.1685,0.8499
1773993611400,-0.1554,-0.2309,0.7916
1773993611450,-0.1358,-0.2874,0.7559
1773993611500,-0.2462,-0.2281,0.771
1773993611550,-0.1063,-0.2877,0.7639
1773993611600,0.0088,-0.339,0.6826
1773993611650,-0.1177,-0.2685,0.6607
1773993611700,-0.2056,-0.207,0.7152
1773993611750,-0.2038,-0.2174,0.7244
1773993611800,-0.1846,-0.2354,0.6167
1773993611850,-0.1568,-0.1941,0.7547
1773993611900,-0.1339,-0.2768,0.6906
1773993611950,-0.1288,-0.261,0.6785
1773993612000,-0.1998,-0.2748,0.7978
1773993612050,-0.153,-0.2017,0.6724
1773993612100,-0.0684,-0.1806,0.7826
1773993612150,-0.1134,-0.0008,0.7553
1773993612200,-0.0321,-0.1201,0.8773
1773993612250,-0.0989,-0.0919,0.722
1773993612300,-0.0149,-0.0649,0.7854
1773993612350,-0.0307,-0.099,0.8595
1773993612400,-0.0342,-0.0328,0.9239
1773993612450,-0.0397,-0.011,0.9309
1773993612500,-0.1146,0.0373,0.9022
1773993612550,-0.1444,-0.082,0.9664
1773993612600,-0.0305,-0.0439,1.0994
1773993612650,0.1028,0.1276,1.1339
1773993612700,0.0005,0.0771,1.1754
1773993612750,0.086,-0.0646,1.1685
1773993612800,0.0498,0.0772,1.125
1773993612850,0.0783,0.1614,1.1826
1773993612900,0.0812,0.1237,1.1562
1773993612950,0.1559,0.1431,1.1854
1773993613000,0.0599,0.0821,1.1302
1773993613050,0.2376,0.0988,1.2689
1773993613100,0.1254,0.1379,1.2303
1773993613150,0.0599,0.1815,1.3355
1773993613200,0.1313,0.2187,1.3255
1773993613250,0.1176,0.1772,1.2926
1773993613300,0.1394,0.1457,1.2692
1773993613350,0.006,0.2412,1.3044
1773993613400,0.1555,0.2757,1.3233
1773993613450,0.193,0.266,1.3143
1773993613500,0.1519,0.1935,1.2189
1773993613550,0.1932,0.1382,1.3806
1773993613600,0.0864,0.2472,1.257
1773993613650,0.0605,0.2943,1.2804
1773993613700,-0.0012,0.2134,1.1854
1773993613750,0.0438,0.194,1.1786
1773993613800,0.0773,0.2719,1.1818
1773993613850,0.1529,0.2893,1.3249
1773993613900,0.0552,0.2658,1.1595
1773993613950,0.0724,0.2346,1.0419
1773993614000,0.0101,0.1995,1.0295
1773993614050,-0.0176,0.1907,1.0698
1773993614100,-0.0374,0.1166,0.9935
1773993614150,0.1089,0.1826,0.989
1773993614200,-0.0588,0.1813,0.9098
1773993614250,0.0183,0.0998,0.9423
1773993614300,-0.1165,0.0894,0.9566
1773993614350,-0.0326,0.1428,0.9608
1773993614400,-0.1009,0.1204,0.9015
1773993614450,-0.0698,0.0596,0.7128
1773993614500,-0.1122,0.0766,0.8202
1773993614550,-0.1736,0.0048,0.6994
1773993614600,-0.0928,-0.0502,0.7523
1773993614650,-0.1395,-0.0386,0.7633
1773993614700,-0.1023,-0.0069,0.7143
1773993614750,-0.1197,-0.0982,0.6817
1773993614800,-0.1892,-0.0459,0.6978
1773993614850,-0.0711,-0.0965,0.6583
1773993614900,-0.1626,-0.1491,0.701
1773993614950,-0.1439,-0.0567,0.7293
1773993615000,-0.1244,-0.2523,0.7119
1773993615050,-0.1157,-0.0661,0.6651
1773993615100,-0.0543,-0.1916,0.6973
1773993615150,-0.076,-0.1291,0.6948
1773993615200,-0.1949,-0.2822,0.7201
1773993615250,-0.1519,-0.1005,0.734
1773993615300,-0.0971,-0.1523,0.7606
1773993615350,-0.036,-0.1996,0.7842
1773993615400,-0.1002,-0.1338,0.862
1773993615450,-0.0797,-0.0824,0.7915
1773993615500,-0.0782,-0.2267,0.9582
1773993615550,-0.0191,-0.2603,0.8994
1773993615600,0.0186,-0.2906,0.932
1773993615650,-0.0245,-0.2912,0.9608
1773993615700,-0.0395,-0.2416,0.9531
1773993615750,0.0273,-0.2823,1.1037
1773993615800,0.0309,-0.236,1.1302
1773993615850,0.0423,-0.2847,1.0846
1773993615900,0.0838,-0.2375,1.13
1773993615950,0.0476,-0.1574,1.077
1773993616000,0.0634,-0.1991,1.1685
1773993616050,0.136,-0.2378,1.2205
1773993616100,0.0916,-0.2811,1.1869
1773993616150,0.1502,-0.2043,1.2734
1773993616200,0.1241,-0.1408,1.1914
1773993616250,0.1342,-0.1039,1.2509
1773993616300,0.1272,-0.1844,1.2673
1773993616350,0.1564,-0.1402,1.3407
1773993616400,0.2094,-0.1036,1.2953
1773993616450,0.1111,-0.0712,1.237
1773993616500,0.1275,-0.1055,1.2975
1773993616550,0.1782,0.0309,1.3168
1773993616600,0.121,-0.0785,1.2851
1773993616650,0.143,-0.0737,1.3096
1773993616700,0.2101,-0.0875,1.3561
1773993616750,0.1091,0.0242,1.25
1773993616800,0.1528,0.0043,1.2404
1773993616850,0.2179,0.1053,1.1783
1773993616900,0.1252,0.0823,1.2208
1773993616950,-0.0012,-0.0555,1.1914
1773993617000,0.0344,0.1229,1.0742
1773993617050,-0.0083,0.1042,1.196
1773993617100,-0.014,0.1295,1.0233
1773993617150,0.1008,0.1786,1.1296
1773993617200,0.0626,0.1372,1.0582
1773993617250,0.0172,0.1192,1.0756
1773993617300,-0.0096,0.1899,1.0958
1773993617350,0.0073,0.1421,0.9632
1773993617400,0.0085,0.0992,0.8883
1773993617450,-0.0603,0.1519,0.9454
1773993617500,-0.0884,0.1825,0.8671
1773993617550,-0.1187,0.3034,0.9463
1773993617600,-0.1069,0.1343,0.787
1773993617650,-0.048,0.2357,0.8189
1773993617700,-0.0449,0.2708,0.7265
1773993617750,-0.1453,0.2381,0.6761
1773993617800,-0.1308,0.2331,0.7469
1773993617850,-0.1762,0.2168,0.7137
1773993617900,-0.1219,0.2465,0.7636
1773993617950,-0.1029,0.2409,0.7751
1773993618000,-0.1704,0.2334,0.7083
1773993618050,-0.1178,0.2348,0.6862
1773993618100,-0.1905,0.1876,0.6821
1773993618150,-0.1286,0.2812,0.7668
1773993618200,-0.1558,0.176,0.7026
1773993618250,-0.1609,0.1932,0.7234
1773993618300,-0.2467,0.1924,0.685
1773993618350,-0.1386,0.1066,0.7409
1773993618400,-0.0739,0.151,0.7802
1773993618450,-0.0308,0.0839,0.8172
1773993618500,-0.0799,0.0948,0.8727
1773993618550,-0.1135,0.0267,0.7855
1773993618600,-0.0818,0.1247,0.8566
1773993618650,0.0157,0.0058,0.8736
1773993618700,-0.0415,0.0859,0.9577
1773993618750,-0.1253,0.0478,0.9192
1773993618800,0.113,0.0525,0.8921
1773993618850,0.0321,0.057,1.0276
1773993618900,0.0438,0.0499,1.0249
1773993618950,0.0773,-0.0188,1.0214
1773993619000,-0.0177,-0.1156,1.0452
1773993619050,0.0636,-0.0157,1.0769
1773993619100,0.1721,-0.0765,1.1016
1773993619150,0.0823,-0.1343,1.1829
1773993619200,0.2045,-0.1807,1.2646
1773993619250,0.1249,-0.0805,1.2965
1773993619300,0.1706,-0.1947,1.3296
1773993619350,0.1837,-0.2079,1.2388
1773993619400,0.1953,-0.192,1.3251
1773993619450,0.1625,-0.193,1.2905
1773993619500,0.1403,-0.1862,1.2548
1773993619550,0.1105,-0.2318,1.3121
1773993619600,0.1413,-0.2953,1.2671
1773993619650,0.1851,-0.1572,1.3199
1773993619700,0.2037,-0.2662,1.296
1773993619750,0.0632,-0.3,1.2628
1773993619800,0.3057,-0.2375,1.2674
1773993619850,0.2069,-0.1628,1.2464
1773993619900,0.2123,-0.2424,1.3257
1773993619950,0.0779,-0.2169,1.1813
1773993620000,0.0765,-0.2388,1.2251
1773993620050,0.1565,-0.1381,1.2199
1773993620100,0.0401,-0.1876,1.1429
1773993620150,0.0594,-0.1882,1.1183
1773993620200,0.0377,-0.1894,1.0714
1773993620250,-0.0098,-0.2605,1.0695
1773993620300,0.0058,-0.233,1.0518
1773993620350,0.0111,-0.0954,0.9732
1773993620400,0.0275,-0.0775,0.9718
1773993620450,-0.0224,-0.2703,0.998
1773993620500,-0.0367,-0.1883,0.9166
1773993620550,-0.0072,-0.0868,0.938
1773993620600,-0.055,-0.1265,0.9082
1773993620650,-0.1384,-0.1144,0.8559
1773993620700,-0.0111,-0.1345,0.8259
1773993620750,-0.1139,-0.1195,0.8541
1773993620800,-0.0642,-0.029,0.773
1773993620850,-0.0737,-0.055,0.9067
1773993620900,-0.0796,-0.0396,0.7983
1773993620950,-0.2012,-0.0085,0.8204
1773993621000,-0.2202,0.0199,0.6939
1773993621050,-0.1445,0.091,0.7275
1773993621100,0.0094,-0.0451,0.7328
1773993621150,-0.0848,0.0831,0.7917
1773993621200,-0.1663,0.1324,0.6262
1773993621250,-0.1756,0.0719,0.7515
1773993621300,-0.2172,0.1755,0.6761
1773993621350,-0.169,0.1684,0.656
1773993621400,-0.1218,0.1142,0.6584
1773993621450,-0.1611,0.1221,0.7443
1773993621500,-0.1269,0.2096,0.6989
1773993621550,-0.0723,0.2973,0.8851
1773993621600,-0.0656,0.219,0.8285
1773993621650,-0.1469,0.0631,0.8297
1773993621700,0.0054,0.1723,0.7887
1773993621750,-0.0987,0.2257,0.8525
1773993621800,-0.0823,0.2721,0.9145
1773993621850,-0.0568,0.2215,0.9945
1773993621900,0.0133,0.2836,0.9571
1773993621950,0.0099,0.2223,0.9923
1773993622000,0.0004,0.3043,1.0636
1773993622050,-0.0011,0.3057,1.0307
1773993622100,0.0447,0.2347,1.0601
1773993622150,-0.0513,0.2483,1.0151
1773993622200,0.0245,0.2357,1.0996
1773993622250,0.05,0.1664,1.182
1773993622300,0.176,0.2488,1.194
1773993622350,0.17,0.2675,1.1861
1773993622400,0.0217,0.1096,1.1857
1773993622450,0.1263,0.2523,1.2933
1773993622500,0.0334,0.2317,1.2276
1773993622550,0.1762,0.0812,1.2613
1773993622600,0.1189,0.1755,1.2664
1773993622650,0.1628,0.1193,1.2663
1773993622700,0.1914,0.0082,1.262
1773993622750,0.1603,0.0495,1.3197
1773993622800,0.2454,0.0684,1.2857
1773993622850,0.1301,0.0152,1.2621
1773993622900,0.2219,-0.0281,1.2516
1773993622950,0.1623,0.0405,1.291
1773993623000,0.0902,-0.0215,1.2604
1773993623050,0.0795,-0.0176,1.2717
1773993623100,0.1315,-0.0092,1.2701
1773993623150,0.1049,-0.0778,1.1372
1773993623200,0.0138,-0.1133,1.1959
1773993623250,0.1166,-0.0399,1.2316
1773993623300,0.0226,-0.0873,1.0847
1773993623350,0.083,-0.0578,1.0996
1773993623400,0.0604,-0.1742,1.0639
1773993623450,0.0619,-0.0732,1.0486
1773993623500,0.0599,-0.1456,1.0688
1773993623550,-0.0007,-0.1655,0.992
1773993623600,-0.0105,-0.2201,1.0508
1773993623650,-0.0094,-0.2168,1.0051
1773993623700,-0.0236,-0.2525,0.8974
1773993623750,-0.1151,-0.2913,0.8225
1773993623800,-0.1079,-0.1875,0.7136
1773993623850,-0.1631,-0.2497,0.7447
1773993623900,-0.0314,-0.1631,0.8034
1773993623950,-0.0716,-0.1632,0.7533
1773993624000,-0.154,-0.3052,0.8168
1773993624050,-0.2191,-0.1787,0.7174
1773993624100,-0.0996,-0.1795,0.7997
1773993624150,-0.1989,-0.2919,0.7972
1773993624200,-0.1841,-0.217,0.7318
1773993624250,-0.1625,-0.2172,0.6696
1773993624300,-0.1171,-0.1926,0.7398
1773993624350,-0.1866,-0.2411,0.7256
1773993624400,-0.1596,-0.2653,0.6983
1773993624450,-0.1204,-0.1105,0.7473
1773993624500,-0.1535,-0.201,0.666
1773993624550,-0.1878,-0.2941,0.6876
1773993624600,-0.0873,-0.1268,0.7504
1773993624650,-0.1418,-0.1651,0.7641
1773993624700,-0.1496,-0.162,0.7854
1773993624750,-0.0651,-0.1495,0.713
1773993624800,-0.0508,-0.1211,0.8345
1773993624850,-0.0615,-0.0544,0.8163
1773993624900,0.0109,-0.0771,0.8356
1773993624950,-0.063,-0.064,0.8714
1773993625000,0.0029,-0.0138,0.9856
1773993625050,-0.0002,-0.0013,0.9943
1773993625100,-0.0063,-0.0156,1.0108
1773993625150,0.008,0.0032,0.9873
1773993625200,0.0029,-0.0131,0.9999
1773993625250,-0.0011,0.0026,0.9993
1773993625300,0.0075,0.0177,1.013
1773993625350,0.0033,0.0338,0.9942
1773993625400,0.0039,0.0001,0.9988
1773993625450,-0.0032,-0.0099,1.0245
1773993625500,-0.0072,-0.0069,0.994
1773993625550,-0.021,0.0005,1.0176
1773993625600,0.0136,0.0149,1.0023
1773993625650,0.0034,-0.0022,1.0137
1773993625700,0.0002,0.003,1.0004
1773993625750,-0.0195,-0.0073,1.002
1773993625800,-0.0108,-0.0082,0.9862
1773993625850,-0.0017,-0.0022,0.9911
1773993625900,-0.0072,0.0159,0.9927
1773993625950,0.0052,0.0131,1.014
1773993626000,0.0124,0.0019,1.0059
1773993626050,0.0124,-0.0116,0.9894
1773993626100,0.0065,-0.0104,0.9988
1773993626150,-0.0012,-0.0199,0.9996
1773993626200,0.0118,0.0022,0.983
1773993626250,0.0115,-0.0106,1.0119
1773993626300,-0.0087,0.0065,0.9824
1773993626350,-0.0015,0.0122,0.9981
1773993626400,-0.0144,-0.0042,1.0012
1773993626450,-0.0156,0.0098,1.0083
1773993626500,0.0044,0.014,0.9904
1773993626550,0.0129,-0.0063,0.9916
1773993626600,0.0096,0.0003,0.9921
1773993626650,-0.0041,0.0081,0.9979
1773993626700,0.0119,0.0166,1.0053
1773993626750,0.0041,0.0003,1.0124
1773993626800,0.0006,-0.0109,1.0102
1773993626850,0.0165,-0.0043,0.9999
1773993626900,0.0043,0.0014,0.9896
1773993626950,0.0004,0.0318,1.0023
1773993627000,0.0067,-0.0097,1.0099
1773993627050,-0.0033,-0.0019,1.0008
1773993627100,-0.0226,0.0034,1.0039
1773993627150,-0.0004,-0.0132,0.9909
1773993627200,0.0047,-0.009,0.9949
1773993627250,0.0045,-0.0126,0.9975
1773993627300,-0.0109,-0.0037,0.9931
1773993627350,0.0158,0.0183,1.0028
1773993627400,0.0069,-0.0076,1.0051
1773993627450,-0.0162,-0.0103,1.0038
1773993627500,0.0028,-0.0067,1.0056
1773993627550,-0.0069,-0.0043,0.9921
1773993627600,0.0204,0.0134,0.9946
1773993627650,-0.0071,-0.0025,0.9969
1773993627700,-0.0138,0.0187,0.9979
1773993627750,-0.0014,-0.0151,0.9919
1773993627800,0.0125,0.0051,1.0045
1773993627850,-0.007,-0.0064,1.0069
1773993627900,-0.0226,0.0037,0.9941
1773993627950,0.0127,-0.0054,0.9978
1773993628000,-0.0084,-0.0007,1.0051
1773993628050,0.0159,-0.0025,0.9981
1773993628100,-0.0053,-0.0033,1.0027
1773993628150,-0.0165,0.0035,1.0034
1773993628200,-0.0037,0.0125,1.0145
1773993628250,0.0066,0.0096,0.9987
1773993628300,-0.0105,0.0031,0.9946
1773993628350,-0.0029,-0.0108,0.9957
1773993628400,-0.0017,-0.0047,1.0156
1773993628450,0.0129,0.0026,0.9813
1773993628500,-0.0025,-0.0033,1.0018
1773993628550,-0.0106,0.0009,0.9887
1773993628600,-0.0071,-0.0035,0.9989
1773993628650,-0.0137,-0.0153,0.9874
1773993628700,-0.0018,0.0143,1.0151
1773993628750,-0.0089,0.0043,1.0202
1773993628800,-0.0036,-0.0082,1.0007
1773993628850,0.0067,-0.004,0.9957
1773993628900,-0.0077,0.0041,1.0029
1773993628950,0.0058,-0.0037,1.0093
1773993629000,-0.0185,-0.0172,1.0088
1773993629050,0.002,-0.0016,0.9873
1773993629100,0.0051,-0.0082,0.9902
1773993629150,-0.0289,0.0163,1.0058
1773993629200,0.0222,0.008,0.9976
1773993629250,0.0049,0.0004,0.993
1773993629300,-0.0069,0.0014,0.9963
1773993629350,-0.0009,0.0164,1.0091
1773993629400,0.0049,-0.0231,0.9981
1773993629450,0.0131,0.0117,0.9976
1773993629500,-0.0109,-0.0095,0.9863
1773993629550,-0.0083,-0.001,0.9959
1773993629600,-0.014,0.0023,0.9968
1773993629650,-0.0015,0.0091,0.9906
1773993629700,-0.0015,0.0069,1.0012
1773993629750,-0.0177,0.005,0.9939
1773993629800,0.0031,0.0016,0.9939
1773993629850,0.0022,0.0103,0.9989
1773993629900,0.0194,-0.0021,0.9958
1773993629950,0.009,0.0028,1.0078
1773993630000,-0.0038,0.012,0.9901
1773993630050,0.0176,0.0079,1.0044
1773993630100,-0.0204,0.0081,1.0066
1773993630150,-0.0146,0.0023,1.0008
1773993630200,-0.0031,-0.008,0.9971
1773993630250,0.0084,0.021,0.996
1773993630300,0.0117,0.0191,0.9886
1773993630350,-0.0016,0.0042,1.0081
1773993630400,0.0003,0.0034,0.9969
1773993630450,-0.0008,0.0015,1.0
1773993630500,-0.0131,-0.0022,1.0005
1773993630550,-0.0171,-0.0028,0.9933
1773993630600,0.0133,0.0032,1.0045
1773993630650,0.0208,0.004,0.9959
1773993630700,-0.0014,-0.0135,0.997
1773993630750,0.0055,0.0022,0.9927
1773993630800,0.0151,-0.0051,0.9914
1773993630850,-0.0327,0.0105,1.0078
1773993630900,-0.0069,0.004,0.9972
1773993630950,-0.0095,-0.0003,1.0151
1773993631000,-0.0081,-0.0128,0.9879
1773993631050,0.0042,-0.0156,0.9941
1773993631100,0.0256,0.0011,1.0034
1773993631150,0.0111,-0.0007,0.997
1773993631200,0.0226,0.0016,1.0077
1773993631250,-0.0179,0.0163,0.9892
1773993631300,-0.0097,0.0023,1.0053
1773993631350,-0.005,0.0159,1.0144
1773993631400,-0.0117,0.0017,0.9957
1773993631450,-0.008,0.0008,0.9961
1773993631500,-0.0053,-0.0142,0.994
1773993631550,-0.0003,0.0089,1.0074
1773993631600,-0.0066,-0.0031,0.985
1773993631650,0.0039,0.0061,0.9898
1773993631700,0.0043,-0.0046,1.0244
1773993631750,-0.018,-0.0045,0.9763
1773993631800,0.0174,-0.0115,0.9971
1773993631850,0.0115,0.0159,0.9958
1773993631900,0.0169,-0.0048,0.9964
1773993631950,-0.0147,0.0137,0.9947
1773993632000,-0.0,0.0144,0.9998
1773993632050,0.0141,-0.0191,1.0086
1773993632100,0.0264,-0.0061,0.9968
1773993632150,0.011,0.0071,1.0254
